Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Thursday, January 9, 2020",14k stud,Studs,14k Gold,10,,60,60,Female,39.0,Occasional,4.6
"Friday, January 10, 2020",silver chain,Chain,Silver,20,,90.1,90.1,Male,18.0,Rare,4.5
"Friday, January 10, 2020",silber bamboo hoops,Hoops,Silver,22,,68.9,68.9,Female,54.0,Regular,3.9
"Friday, January 10, 2020",nose ring,Custom Repairs,,,,10.6,10.6,Female,47.0,Regular,3.8
"Friday, January 10, 2020",name hoop pick up,Hoops,Custom,,,111.2,111.2,Female,51.0,Regular,4.4
"Friday, January 10, 2020",name plate pick up,Custom Name Necklace,Custom,,,150,150,Others,30.0,Regular,4.0
"Saturday, January 11, 2020",fj watch,Watch,FJ,12,,79.5,79.5,Others,27.0,Regular,4.5
"Saturday, January 11, 2020",10k gold chain and charm,Chain and Charm,10k Gold,117,230,,230,Female,44.0,Regular,3.9
"Saturday, January 11, 2020",repiar,Custom Repairs,,,,12,12,Female,51.0,Rare,3.8
"Saturday, January 11, 2020",silver and diamond,Studs,Silver/Diamond,11,,58.3,58.3,Female,49.0,Regular,4.3
"Saturday, January 11, 2020",citizen qurtz watch,Watch,Citizen,18,,100,100,Others,30.0,Rare,3.5
"Saturday, January 11, 2020",tennis chain,Chain,FJ,15,,79.5,79.5,Male,65.0,Regular,4.1
"Saturday, January 11, 2020",fj watch,Watch,FJ,15,,75,75,Male,55.0,Regular,3.4
"Saturday, January 11, 2020",silver chain and charm,Chain and Charm,Silver,32.75,,95.4,95.4,Female,57.0,Regular,3.9
"Saturday, January 11, 2020",silver stud,Studs,Silver,2,16,,16,Male,38.0,Regular,4.6
"Saturday, January 11, 2020",charm bracelet,Charm,Silver,3,,26.5,26.5,Male,48.0,Regular,3.6
"Saturday, January 11, 2020",lay away down,Watch,Citizen,,10,,10,Female,43.0,Regular,4.5
"Saturday, January 11, 2020",10k gold chain and charm,Chain and Charm,10k Gold,281,,503.5,503.5,Male,36.0,Rare,3.7
"Saturday, January 11, 2020",kandy pick up,Hoops,Custom,,,148.4,148.4,Female,38.0,Rare,4.1
"Saturday, January 11, 2020",dukie rope,Chain,FJ,20,50,,50,Male,28.0,Regular,4.9
"Saturday, January 11, 2020",name hoop pick up,Hoops,Custom,,100,,100,Male,44.0,Regular,4.1
"Saturday, January 11, 2020",lay away down,Ring,14k Gold,72.5,,87,87,Female,44.0,Rare,3.9
"Sunday, January 12, 2020",st st chain and charm,Chain and Charm,St. Steel,10,,50,50,Female,53.0,Regular,4.2
"Sunday, January 12, 2020",st st bracelet,Bracelet,St. Steel,10,,50,50,Male,25.0,Rare,4.3
"Sunday, January 12, 2020",st st bracelet,Bracelet,St. Steel,12,,79.5,79.5,Female,25.0,Occasional,4.3
"Sunday, January 12, 2020",silver charm,Charm,Silver,27,,106,106,Others,53.0,Rare,5.0
"Sunday, January 12, 2020",fj stud,Studs,FJ,2,26,,26,Male,37.0,Rare,4.9
"Sunday, January 12, 2020",claning cloth,Custom Repairs,,2,10,,10,Male,26.0,Regular,3.6
"Sunday, January 12, 2020",repiar,Custom Repairs,,,,35,35,Female,25.0,Regular,3.9
"Sunday, January 12, 2020",bulova mens,Watch,Boluva,124.75,,317.99,317.99,Female,36.0,Regular,4.0
"Sunday, January 12, 2020",silver chain,Chain,Silver,10,60,,60,Male,35.0,Rare,4.4
"Tuesday, January 14, 2020",fj teniis chain only,Chain,FJ,20,,60,60,Male,18.0,Regular,4.5
"Monday, January 13, 2020",tenis chain and charm,Chain and Charm,FJ,50,,200,200,Male,47.0,Regular,4.0
"Monday, January 13, 2020",FJR CHAIN AND CHARM,Chain and Charm,FJ,80,,330,330,Male,19.0,Rare,4.8
"Monday, January 13, 2020",SILVER CHAIN AND CHARM,Chain and Charm,Silver,26,,130,130,Male,52.0,Regular,4.9
"Monday, January 13, 2020",14K STUD,Studs,14k Gold,9,,70,70,Female,44.0,Regular,3.8
"Monday, January 13, 2020",SILVER RING,Ring,Silver,25,,125,125,Male,69.0,Regular,4.1
"Wednesday, January 15, 2020",14k charm,Chain and Charm,14k Gold,48,,47.99,47.99,Others,28.0,Occasional,4.1
"Wednesday, January 15, 2020",silver chain and charm,Chain and Charm,Silver,12,,10,10,Male,59.0,Regular,4.6
"Wednesday, January 15, 2020",silver chain and charm,Chain and Charm,Silver,12,,10,10,Male,47.0,Regular,4.9
"Wednesday, January 15, 2020",tennis chain and charm on lay away,Chain and Charm,FJ,39,,20,20,Female,53.0,Regular,3.5
"Wednesday, January 15, 2020",female siver ring\,Ring,Silver,6,30,,30,Male,30.0,Rare,3.5
"Wednesday, January 15, 2020",men silver ring,Ring,Silver,22,40,,40,Others,27.0,Occasional,3.9
"Wednesday, January 15, 2020",silver stud,Studs,Silver,8,,58.3,58.3,Female,31.0,Regular,4.4
"Thursday, January 16, 2020",precious gold teeth 4x10k gold,Custom Fronts,Custom,116,,211.99,211.99,Others,43.0,Regular,4.1
"Thursday, January 16, 2020",silver ring,Ring,Silver,23,,121.9,121.9,Male,36.0,Occasional,3.8
"Thursday, January 16, 2020",repiar,Custom Repairs,,,10,,10,Male,50.0,Regular,3.7
"Thursday, January 16, 2020",citizen watch EBAY sale,Watch,Citizen,208,,318.99,318.99,Male,69.0,Regular,5.0
"Thursday, January 16, 2020",silver chain and charm,Chain and Charm,Silver,20,,79.5,79.5,Others,54.0,Regular,3.5
"Friday, January 17, 2020",brey name necklace,Custom Name Necklace,Custom,45,90.1,,90.1,Others,52.0,Regular,3.4
"Friday, January 17, 2020",lay away pament,Chain,FJ,,,50,50,Male,68.0,Occasional,3.7
"Friday, January 17, 2020",silver earring,Studs,Silver,8,10,43,53,Female,22.0,Regular,4.0
"Friday, January 17, 2020",silver pendant,Chain and Charm,Silver,10,,63.6,63.6,Male,42.0,Occasional,4.3
"Friday, January 17, 2020",fj chain,Chain,St. Steel,2,,58.3,58.3,Male,67.0,Occasional,3.4
"Friday, January 17, 2020",st st chain only,Chain,St. Steel,5,,31.8,31.8,Male,49.0,Regular,3.3
"Friday, January 17, 2020",fj stud,Studs,Silver,10,,26.5,26.5,Female,47.0,Regular,4.7
"Friday, January 17, 2020",sport watch,Watch,FJ,10,79.5,,79.5,Female,63.0,Regular,3.4
"Friday, January 17, 2020",sport watch,Watch,FJ,10,60,,60,Male,65.0,Regular,4.5
"Friday, January 17, 2020",10k gold chain and charm,Chain and Charm,10k Gold,125,40,,40,Male,59.0,Regular,4.2
"Friday, January 17, 2020",repiar,Custom Repairs,,,20,,20,Male,58.0,Rare,4.3
"Friday, January 17, 2020",silver chain and charm,Chain and Charm,Silver,40,200,,200,Female,61.0,Regular,3.7
"Friday, January 17, 2020",FJ bracelet,Bracelet,FJ,10,42.74,,42.74,Female,70.0,Rare,3.9
"Friday, January 17, 2020",st st chain only,Chain,St. Steel,8,73.14,,73.14,Others,60.0,Rare,3.5
"Saturday, January 18, 2020",Quintaz 4 teeth gp,Custom Fronts,Custom,44,130,,130,Male,69.0,Occasional,4.9
"Saturday, January 18, 2020",Tennis chain and charm,Chain and Charm,FJ,50,,265,265,Male,55.0,Regular,3.6
"Saturday, January 18, 2020",10k gold chain and charm x 2,Chain and Charm,10k Gold,212,,371,371,Male,18.0,Regular,4.6
"Saturday, January 18, 2020",silver stud,Studs,Silver,2,,26.5,26.5,Male,68.0,Regular,3.3
"Saturday, January 18, 2020",fj chain,Chain,,,,,0,Female,42.0,Regular,3.8
"Sunday, January 19, 2020",10k charm,Charm,10k Gold,47.5,115,,115,Male,53.0,Occasional,3.3
"Sunday, January 19, 2020",Repiar,Custom Repairs,,,,21.2,21.2,Female,27.0,Occasional,4.4
"Sunday, January 19, 2020",silver hoops,Hoops,Silver,20,,52.99,52.99,Male,50.0,Regular,3.9
"Sunday, January 19, 2020",silver stud,Studs,Silver,2,,26.5,26.5,Male,39.0,Regular,4.8
"Sunday, January 19, 2020",FJ tennis chain,Chain,FJ,20,100,,100,Others,56.0,Occasional,4.3
"Sunday, January 19, 2020",Silver charm,Charm,Silver,12,50,,50,Female,22.0,Occasional,3.4
"Monday, January 20, 2020",tennis chain,Chain,FJ,15,63,,63,Female,65.0,Regular,4.9
"Monday, January 20, 2020",tennis chain onlayaway,Chain,FJ,15,21,,21,Male,61.0,Rare,4.1
"Monday, January 20, 2020",layaway pickup,Bracelet,St. Steel,,,112,112,Female,44.0,Regular,3.7
"Monday, January 20, 2020",st st chain,Chain,St. Steel,17,,68.9,68.9,Male,44.0,Regular,4.4
"Monday, January 20, 2020",10k gold chain,Chain,10k Gold,57,,106,106,Female,37.0,Occasional,3.7
"Monday, January 20, 2020",silver ring,Ring,Silver,7,,63.59,63.59,Female,31.0,Occasional,4.0
"Tuesday, January 21, 2020",10k gold fronts,Custom Fronts,Custom,116,200,,200,Female,35.0,Occasional,4.0
"Tuesday, January 21, 2020",silver bracelet,Bracelet,Silver,55,86,,86,Male,65.0,Regular,4.7
"Wednesday, January 22, 2020",law away pick up,Bracelet,Silver,,100,,100,Male,49.0,Occasional,4.9
"Wednesday, January 22, 2020",repiar,Custom Repairs,,,30,,30,Male,43.0,Regular,3.4
"Thursday, January 23, 2020",citizen eco drie black,Watch,Citizen,58.5,100,,100,Male,38.0,Regular,3.8
"Thursday, January 23, 2020",fj female watc,Watch,FJ,5,,79.5,79.5,Male,47.0,Occasional,4.6
"Thursday, January 23, 2020",14k stud,Studs,14k Gold,17,,47.7,47.7,Female,18.0,Regular,3.6
"Thursday, January 23, 2020",invicta mens,Watch,Invicta,99,,174.9,174.9,Male,59.0,Rare,4.8
"Thursday, January 23, 2020",silver chain and charm,Chain and Charm,Silver,20,50,,50,Female,69.0,Occasional,3.3
"Thursday, January 23, 2020",dukey rope,Chain,FJ,20,,73.14,73.14,Male,59.0,Regular,4.9
"Friday, January 24, 2020",st st ring,Ring,St. Steel,2,,37.1,37.1,Female,69.0,Occasional,4.8
"Friday, January 24, 2020",silver charm and chain,Chain and Charm,Silver,35,,100,100,Female,50.0,Regular,4.0
"Friday, January 24, 2020",citizen watch ebay,Watch,Citizen,208,,325,325,Others,35.0,Occasional,3.4
"Friday, January 24, 2020",silver ring,Ring,Silver,9,70,,70,Female,27.0,Rare,4.9
"Friday, January 24, 2020",fj chain,Chain,FJ,20,53,,53,Female,51.0,Occasional,3.6
"Friday, January 24, 2020",silver chain and charm,Chain and Charm,Silver,20,74,,74,Male,42.0,Regular,3.6
"Saturday, January 25, 2020",10k gold charm,Charm,10k Gold,42.5,,95.39,95.39,Female,51.0,Occasional,3.7
"Saturday, January 25, 2020",silver chain,Chain,Silver,12,,42.4,42.4,Female,36.0,Regular,4.8
"Saturday, January 25, 2020",silver hoop,Hoops,Silver,12,,52.99,52.99,Female,28.0,Regular,3.4
"Saturday, January 25, 2020",st st chain,Chain,St. Steel,5,,42.4,42.4,Others,45.0,Regular,5.0
"Saturday, January 25, 2020",repiat,Custom Repairs,,,10,,10,Male,34.0,Regular,3.5
"Saturday, January 25, 2020",repair,Custom Repairs,,,,20,20,Male,27.0,Regular,4.0
"Saturday, January 25, 2020",fj charm and chain,Chain and Charm,FJ,20,70,,70,Male,23.0,Regular,3.4
"Saturday, January 25, 2020",name necklace,Custom Name Necklace,Custom,45,50,25,75,Male,39.0,Regular,4.5
"Saturday, January 25, 2020",hoops pick up,Custom Name Necklace,Custom,,,60,60,Others,38.0,Regular,4.7
"Saturday, January 25, 2020",repiar,Custom Repairs,,,,15.9,15.9,Male,57.0,Regular,3.5
"Saturday, January 25, 2020",add money on layaway,Chain,FJ,,40,,40,Male,25.0,Regular,4.5
"Saturday, January 25, 2020",st st chain and charm,Chain and Charm,St. Steel,7,31,,31,Male,47.0,Regular,3.3
"Saturday, January 25, 2020",silver chain and charm,Chain and Charm,Silver,10,,27,27,Female,48.0,Regular,4.7
"Sunday, January 26, 2020",10k gold chain,Chain,10k Gold,200,,299.6,299.6,Female,34.0,Occasional,4.6
"Sunday, January 26, 2020",10 k rope,Chain,10k Gold,100,,200,200,Male,65.0,Occasional,4.5
"Sunday, January 26, 2020",10k charm,Charm,10k Gold,100,,200,200,Female,47.0,Regular,4.4
"Sunday, January 26, 2020",silver stud,Studs,Silver,10,,52.99,52.99,Female,46.0,Regular,3.6
"Sunday, January 26, 2020",silver stud,Studs,Silver,3,15,,15,Male,69.0,Regular,4.9
"Monday, January 27, 2020",silver chain and charm,Chain and Charm,Silver,41.6,,168.54,168.54,Female,31.0,Occasional,3.7
"Monday, January 27, 2020",10k gold chain and charm,Chain and Charm,10k Gold,52.5,,160,160,Male,53.0,Occasional,4.2
"Tuesday, January 28, 2020",repiar,Custom Repairs,,,,10.6,10.6,Male,39.0,Regular,4.1
"Tuesday, January 28, 2020",invicta watch,Watch,Invicta,70,,159,159,Female,37.0,Regular,4.0
"Tuesday, January 28, 2020",silver /dimond earring,Studs,Silver/Diamond,29,,106,106,Others,61.0,Regular,3.7
"Wednesday, January 29, 2020",st st chain,Chain,St. Steel,5,,31.8,31.8,Male,61.0,Occasional,4.1
"Wednesday, January 29, 2020",fjr chain only,Chain,FJ,20,,90.1,90.1,Female,60.0,Regular,4.1
"Wednesday, January 29, 2020",fjrr bracelet,Bracelet,FJ,7,,50,50,Male,34.0,Regular,4.7
"Wednesday, January 29, 2020",repiar,Custom Repairs,,,10,,10,Female,27.0,Occasional,4.3
"Thursday, January 30, 2020",gold charm pick up,Charm,10k Gold,,170,,170,Male,27.0,Regular,4.9
"Thursday, January 30, 2020",watch / bracelet,Watch,FJ,30,,100,100,Female,33.0,Regular,4.2
"Thursday, January 30, 2020",silver / diamond earring,Studs,Silver/Diamond,29,,89.99,89.99,Male,36.0,Regular,3.4
"Friday, January 31, 2020",silver charm on layaway,Charm,Silver,8,,40,40,Male,69.0,Rare,4.5
"Friday, January 31, 2020",jewelery cleaning,Custom Repairs,,,10,,10,Male,67.0,Regular,4.9
"Friday, January 31, 2020",silver stud,Studs,Silver,3,10,,10,Female,33.0,Occasional,4.9
"Friday, January 31, 2020",lay away paid,,,,59,,59,Male,70.0,Regular,4.6
"Friday, January 31, 2020",repiar,Custom Repairs,,,10,,10,Female,37.0,Regular,4.9
"Saturday, February 1, 2020",st st ring,Ring,St. Steel,2,,47.7,47.7,Male,46.0,Regular,3.7
"Saturday, February 1, 2020",10k gold chain and charm,Chain and Charm,10k Gold,97.5,189,,189,Female,41.0,Regular,4.7
"Saturday, February 1, 2020",silver chain and charm,Chain and Charm,Silver,40,,159,159,Female,27.0,Regular,5.0
"Saturday, February 1, 2020",silver stud,Studs,Silver,3,,26.5,26.5,Male,66.0,Regular,4.7
"Saturday, February 1, 2020",silver chain and charm,Chain and Charm,Silver,57.8,,106,106,Male,40.0,Rare,3.8
"Saturday, February 1, 2020",silver chain,Chain,Silver,90,,238.5,238.5,Male,23.0,Occasional,4.8
"Saturday, February 1, 2020",fj chain,Chain,FJ,20,50,,50,Male,61.0,Occasional,5.0
"Saturday, February 1, 2020",silver charm,Charm,Silver,45,,126.97,126.97,Male,66.0,Regular,4.2
"Saturday, February 1, 2020",silver chain and charm,Chain and Charm,Silver,30,,100,100,Female,53.0,Regular,3.5
"Saturday, February 1, 2020",silver stud,Studs,Silver,8,50,,50,Female,25.0,Regular,4.0
"Saturday, February 1, 2020",silver bracelet,Bracelet,Silver,40,,100,100,Male,24.0,Occasional,4.9
"Saturday, February 1, 2020",silver bracelet,Bracelet,Silver,37,,79.5,79.5,Female,60.0,Occasional,4.8
"Saturday, February 1, 2020",silver bracelet,Bracelet,Silver,28,,69,69,Male,33.0,Regular,4.6
"Saturday, February 1, 2020",fj chain and charm,Chain and Charm,FJ,7,40,,40,Female,48.0,Regular,3.6
"Saturday, February 1, 2020",pendant silver,Chain and Charm,Silver,6,21,,21,Male,57.0,Occasional,4.1
"Saturday, February 1, 2020",fj bracelet,Bracelet,FJ,8,25,,25,Male,54.0,Occasional,4.3
"Saturday, February 1, 2020",st stchain and charm,Chain and Charm,St. Steel,8,63,,63,Female,26.0,Regular,3.8
"Saturday, February 1, 2020",silver thick chain,Chain,Silver,86,,159,159,Male,59.0,Regular,5.0
"Saturday, February 1, 2020",10k gold chain and charm,Chain and Charm,10k Gold,140,,265,265,Male,37.0,Occasional,3.7
"Saturday, February 1, 2020",silver earring,Studs,Silver,15,,115.54,115.54,Female,63.0,Rare,4.0
"Saturday, February 1, 2020",invicta watch,Watch,Invicta,89,196,,196,Male,21.0,Occasional,3.6
"Saturday, February 1, 2020",silver /cz necklace,Chain,Silver,120,300,,300,Female,26.0,Occasional,4.3
"Saturday, February 1, 2020",nose ring,Studs,Silver,1,,10.6,10.6,Male,20.0,Regular,3.3
"Sunday, February 2, 2020",silver chain,Chain,Silver,11.2,52.99,,52.99,Female,30.0,Regular,4.2
"Sunday, February 2, 2020",name hoop 10k gold,Custom Name Necklace,,315,,240,240,Male,67.0,Occasional,4.9
"Sunday, February 2, 2020",watch link,Custom Repairs,,,15,,15,Male,49.0,Regular,4.5
"Sunday, February 2, 2020",fj tennis chain,Chain,FJ,15,,53,53,Female,69.0,Regular,4.4
"Monday, February 3, 2020",silver ??,Charm,Silver,8,,145,145,Female,54.0,Occasional,4.3
"Monday, February 3, 2020",gold hoops,Hoops,10k Gold,15.6,,73.14,73.14,Female,52.0,Regular,3.6
"Monday, February 3, 2020",gold hoops,Hoops,10k Gold,85,195,,195,Others,37.0,Regular,4.7
"Monday, February 3, 2020",silver chain and charm,Chain and Charm,Silver,15,45,,45,Female,48.0,Regular,3.6
"Tuesday, February 4, 2020",14k stud,Studs,14k Gold,8,40,,40,Female,21.0,Occasional,4.0
"Tuesday, February 4, 2020",gold ropre chain,Chain,10k Gold,172.5,,264,264,Female,60.0,Regular,4.7
"Wednesday, February 5, 2020",picture cham,Charm,Silver,75,100,,100,Male,31.0,Rare,4.8
"Wednesday, February 5, 2020",stud 14k gold,Studs,14k Gold,5,20,,20,Male,66.0,Rare,4.1
"Wednesday, February 5, 2020",name earring,Hoops,Silver,,,75,75,Male,19.0,Regular,3.4
"Wednesday, February 5, 2020",rope chain and charm,Chain and Charm,10k Gold,170,,260,260,Male,40.0,Regular,4.6
"Wednesday, February 5, 2020",fj watch,Watch,FJ,10,,50,50,Female,21.0,Occasional,3.4
"Thursday, February 6, 2020",fj tennis chain,Chain,FJ,20,,56,56,Female,55.0,Occasional,3.8
"Thursday, February 6, 2020",watch,Watch,FJ,12,,50,50,Female,27.0,Occasional,3.3
"Thursday, February 6, 2020",FJ tennis chain,Chain,FJ,15,100,,100,Female,53.0,Regular,3.4
"Thursday, February 6, 2020",custom teeth,Custom Fronts,,44,100,,100,Female,32.0,Regular,3.4
"Thursday, February 6, 2020",silver chain x 2,Chain,Silver,30,109,,109,Female,32.0,Regular,3.3
"Thursday, February 6, 2020",10k name necklace,Custom Name Necklace,10k Gold,,,70,70,Male,18.0,Regular,4.2
"Friday, February 7, 2020",14k stud x2,Studs,14k Gold,29,100,,100,Female,46.0,Regular,4.5
"Friday, February 7, 2020",fj watch,Watch,FJ,20,,59,59,Female,47.0,Regular,4.2
"Friday, February 7, 2020",silver chain,Chain,Silver,25,,100,100,Male,46.0,Occasional,5.0
"Friday, February 7, 2020",silver charm pick up,Charm,Silver,,,34,34,Female,29.0,Occasional,4.9
"Friday, February 7, 2020",tennis chain,Chain,FJ,20,,89.99,89.99,Female,24.0,Regular,3.6
"Friday, February 7, 2020",bradon 6 x silver,Custom Fronts,,74,,106,106,Male,25.0,Regular,4.1
"Friday, February 7, 2020",silver earrin,Studs,Silver,8,,53,53,Male,47.0,Occasional,4.4
"Saturday, February 8, 2020",NAME yvonne name hoop,Hoops,Silver,,100,,100,Male,25.0,Regular,4.9
"Saturday, February 8, 2020",hoops,Hoops,10k Gold,,168,100,268,Male,41.0,Occasional,4.7
"Saturday, February 8, 2020",silver stud,Studs,Silver,8,,55,55,Male,48.0,Rare,4.9
"Saturday, February 8, 2020",fj watch,Watch,FJ,12,65,,65,Male,57.0,Regular,4.8
"Saturday, February 8, 2020",silver chain and charm,Chain and Charm,Silver,16,95,,95,Male,30.0,Occasional,4.7
"Saturday, February 8, 2020",frontsx 2,Custom Fronts,,190,,369.99,369.99,Male,36.0,Rare,3.7
"Saturday, February 8, 2020",silver mens band,Ring,Silver,20,95.38,,95.38,Male,58.0,Rare,4.7
"Saturday, February 8, 2020",10k gold chain and charm x2,Chain and Charm,10k Gold,877.5,1256.1,,1256.1,Male,61.0,Regular,4.0
"Saturday, February 8, 2020",silver chain and charm,Chain and Charm,Silver,24,110,,110,Male,43.0,Regular,3.5
"Saturday, February 8, 2020",fj watch,Watch,FJ,12,,128,128,Female,36.0,Rare,4.0
"Saturday, February 8, 2020",st st chain,Chain,St. Steel,4,,52.99,52.99,Female,64.0,Rare,3.8
"Saturday, February 8, 2020",lay away pick up,Custom Name Necklace,,,75,,75,Female,29.0,Regular,4.8
"Saturday, February 8, 2020",14k stud x 2,Studs,14k Gold,20,,100.7,100.7,Female,48.0,Occasional,3.6
"Saturday, February 8, 2020",st st chain and charm,Chain and Charm,St. Steel,7,50,,50,Female,70.0,Regular,3.7
"Saturday, February 8, 2020",silver ring,Ring,Silver,10,50,,50,Female,24.0,Regular,3.4
"Saturday, February 8, 2020",10k gold chain and charm,Chain and Charm,10k Gold,80,,200.34,200.34,Female,47.0,Regular,3.8
"Saturday, February 8, 2020",gold chain and charm,Chain and Charm,10k Gold,163.2,28,300,328,Female,24.0,Rare,4.0
"Saturday, February 8, 2020",fj chain and charm,Chain and Charm,FJ,10,,100,100,Male,39.0,Occasional,4.2
"Saturday, February 8, 2020",bracelet repiar,Custom Repairs,,,35,,35,Others,28.0,Regular,4.3
"Sunday, February 9, 2020",silver earring,Studs,Silver,3,42,,42,Male,34.0,Occasional,5.0
"Sunday, February 9, 2020",silver chain and charm,Chain and Charm,Silver,20,,94.34,94.34,Female,57.0,Occasional,3.8
"Sunday, February 9, 2020",silver earring,Studs,Seiko,3,,37.1,37.1,Female,44.0,Occasional,4.1
"Sunday, February 9, 2020",cham repiar,Custom Repairs,,,,35,35,Female,64.0,Regular,3.5
"Sunday, February 9, 2020",name earring,Hoops,Silver,,50,,50,Male,27.0,Regular,5.0
