Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Saturday, January 8, 2022",fj cuban chain,Chain,FJ,100.0,,238.5,,,238.5,Male,38.0,Occasional,4.4
"Saturday, January 8, 2022",fj tennis chain,Chain,FJ,17.0,,84.79,,,84.79,Male,21.0,Rare,4.6
"Saturday, January 8, 2022",silver chain and charm,Chain,Silver,25.0,,100.0,,,100.0,Male,64.0,Regular,4.9
"Saturday, January 8, 2022",tungstung,Ring,Tungsten,20.0,,85.0,,,85.0,Male,69.0,Occasional,3.6
"Saturday, January 8, 2022",charm repiar,Custom Repairs,,,,40.0,,,40.0,Male,19.0,Regular,4.1
"Saturday, January 8, 2022",repir,Custom Repairs,,,21.0,,,,21.0,Male,23.0,Occasional,4.2
"Saturday, January 8, 2022",repiar,Custom Repairs,,,,75.0,,,75.0,Female,62.0,Regular,4.5
"Saturday, January 8, 2022",gold charm,Charm,,32.0,,179.0,,,179.0,Male,35.0,Rare,4.8
"Sunday, January 9, 2022",gold/diamond ring,Ring,Gold/Diamond,,500.0,,,,500.0,Female,59.0,Regular,4.5
"Sunday, January 9, 2022",repar,Custom Repairs,,,,15.0,,,15.0,Male,35.0,Occasional,4.5
"Monday, January 10, 2022",invicta watch,Watch,Invicta,90.0,,190.8,,,190.8,Male,21.0,Occasional,4.3
"Tuesday, January 11, 2022",gold chain and charm,Chain and Charm,10k Gold,128.0,,250.0,,,250.0,Male,38.0,Regular,4.3
"Tuesday, January 11, 2022",chain repiar,Custom Repairs,,,,39.0,,,39.0,Male,55.0,Regular,4.8
"Tuesday, January 11, 2022",watch repiar,Custom Repairs,,,20.0,80.0,,,100.0,Female,69.0,Regular,4.2
"Tuesday, January 11, 2022",bottom gls,Custom Fronts,Silver,,40.0,,,,40.0,Male,31.0,Rare,3.4
"Wednesday, January 12, 2022",sil ring,Ring,Silver,20.0,,180.02,,,180.02,Female,23.0,Rare,3.3
"Friday, January 14, 2022",tennis chain,Chain,FJ,20.0,,133.0,,,133.0,Male,60.0,Regular,3.8
"Friday, January 14, 2022",tennis chain,Chain,FJ,20.0,125.0,,,,125.0,Male,48.0,Regular,4.8
"Friday, January 14, 2022",repiar,Custom Repairs,,,30.0,,,,30.0,Male,65.0,Regular,5.0
"Friday, January 14, 2022",10k gold fronts deep cut,Custom Fronts,10k Gold,280.0,100.0,,,,100.0,Female,56.0,Occasional,5.0
"Friday, January 14, 2022",10k bracelet,Bracelet,10k Gold,41.0,100.0,,,,100.0,Female,56.0,Regular,3.7
"Friday, January 14, 2022",cartier watch,Watch,FJ,,100.0,,,,100.0,Male,56.0,Regular,3.7
"Thursday, January 13, 2022",sil chain,Chain,Silver,,52.0,,,,52.0,Male,52.0,Occasional,4.3
"Saturday, January 15, 2022",fronts x6,Custom Fronts,10k Gold,210.0,159.0,,,,159.0,Others,38.0,Occasional,3.6
"Saturday, January 15, 2022",fronts x6,Custom Fronts,10k Gold,210.0,159.0,,,,159.0,Female,61.0,Occasional,3.5
"Saturday, January 15, 2022",fronts x2,Custom Fronts,10k Gold,140.0,130.0,,,,130.0,Male,47.0,Occasional,4.6
"Saturday, January 15, 2022",silver/diamond earring,Studs,Silver/Diamond,100.0,,307.0,,,307.0,Male,23.0,Regular,4.3
"Saturday, January 15, 2022",repiar,Custom Repairs,,,,20.0,,,20.0,Male,69.0,Regular,4.6
"Saturday, January 15, 2022",repiar,Custom Repairs,,,,21.2,,,21.2,Female,33.0,Regular,4.5
"Saturday, January 15, 2022",repiar,Custom Repairs,,,75.0,,,,75.0,Female,41.0,Regular,3.8
"Saturday, January 15, 2022",st st bracelet,Bracelet,St. Steel,10.0,,100.0,,,100.0,Male,19.0,Occasional,4.1
"Saturday, January 15, 2022",silver chain and charm,Chain and Charm,Silver,23.0,,135.0,,,135.0,Female,70.0,Regular,3.8
"Sunday, January 16, 2022",silver pendant,Charm,Silver,11.0,117.0,,,,117.0,Male,68.0,Regular,4.9
"Sunday, January 16, 2022",repiar,Custom Repairs,,,25.0,,,,25.0,Female,30.0,Regular,3.6
"Monday, January 17, 2022",repiar,Custom Repairs,,,10.0,,,,10.0,Others,51.0,Occasional,3.4
"Monday, January 17, 2022",repiar,Custom Repairs,,,15.0,,,,15.0,Others,33.0,Occasional,3.7
"Monday, January 17, 2022",sil ver chain only,Chain,Silver,17.0,70.0,,,,70.0,Male,59.0,Regular,3.5
"Tuesday, January 18, 2022",fj watch,Watch,FJ,12.0,75.0,,,,75.0,Male,26.0,Occasional,3.4
"Tuesday, January 18, 2022",faby name plate,Custom Name Necklace,Silver,35.0,100.0,,,,100.0,Male,48.0,Regular,4.8
"Wednesday, January 19, 2022",layaway pick up,Chain,10k Gold,,,251.0,,,251.0,Male,27.0,Occasional,4.5
"Thursday, January 20, 2022",st st ring,Ring,Silver,10.0,,233.2,,,233.2,Male,21.0,Regular,3.7
"Thursday, January 20, 2022",silver ring,Ring,Silver,20.0,,132.5,,,132.5,Female,25.0,Regular,4.8
"Thursday, January 20, 2022",st st ring,Ring,St. Steel,5.0,,53.0,,,53.0,Female,38.0,Occasional,4.5
"Thursday, January 20, 2022",fronts pick,Custom Fronts,Silver,,,96.1,,,96.1,Female,30.0,Regular,4.7
"Friday, January 21, 2022",fronts payment,Custom Fronts,,,,100.0,,,100.0,Male,20.0,Occasional,3.3
"Friday, January 21, 2022",silver earring,Hoops,Silver,20.0,,90.1,,,90.1,Male,23.0,Occasional,4.2
"Friday, January 21, 2022",ring,Ring,Silver,10.0,,84.8,,,84.8,Female,52.0,Regular,3.7
"Friday, January 21, 2022",fronts payment,Custom Fronts,10k Gold,,159.0,,,,159.0,Male,37.0,Occasional,4.2
"Friday, January 21, 2022",fronts payment,Custom Fronts,10k Gold,,159.0,,,,159.0,Female,60.0,Regular,4.7
"Friday, January 21, 2022",silver charm,Charm,Silver,18.0,,106.0,,,106.0,Others,46.0,Occasional,3.4
"Friday, January 21, 2022",10k gold chain,Charm,10k Gold,233.6,,408.1,,,408.1,Female,37.0,Regular,4.2
"Friday, January 21, 2022",repiar,Custom Repairs,,,,12.0,,,12.0,Others,57.0,Regular,3.3
"Saturday, January 22, 2022",14k gold chain,Chain,14k Gold,184.8,260.0,,,,260.0,Male,51.0,Regular,4.8
"Saturday, January 22, 2022",name necklace,Custom Name Necklace,10k Gold,85.0,,,372.0,,372.0,Male,60.0,Regular,4.0
"Saturday, January 22, 2022",repiar,Custom Repairs,,,,15.0,,,15.0,Male,24.0,Occasional,3.9
"Saturday, January 22, 2022",st st chain,Chain,St. Steel,5.0,,47.7,,,47.7,Female,35.0,Regular,3.3
"Saturday, January 22, 2022",repiar,Custom Repairs,,,35.0,,,,35.0,Male,18.0,Regular,4.8
"Saturday, January 22, 2022",fj watch,Watch,FJ,10.0,40.0,,,,40.0,Male,58.0,Occasional,3.4
"Saturday, January 22, 2022",sil charm,Chain,Silver,4.0,20.0,,,,20.0,Female,31.0,Regular,3.5
"Saturday, January 22, 2022",front x 6,Custom Fronts,10k Gold,210.0,,159.0,,,159.0,Female,39.0,Regular,4.8
"Saturday, January 22, 2022",fronts x2,Custom Fronts,Silver,44.0,,106.0,,,106.0,Male,56.0,Regular,3.3
"Saturday, January 22, 2022",repiar,Custom Repairs,,,,29.0,,,29.0,Male,25.0,Regular,4.2
"Sunday, January 23, 2022",fronts x2,Custom Fronts,10k Gold,222.0,,222.07,,,222.07,Female,50.0,Occasional,4.4
"Sunday, January 23, 2022",fronts x6,Custom Fronts,10k Gold,250.0,,322.77,,,322.77,Male,37.0,Regular,4.3
"Tuesday, January 25, 2022",fronts x 6,Custom Fronts,Silver,55.0,,264.98,,,264.98,Others,36.0,Occasional,4.6
"Tuesday, January 25, 2022",silver earring,Studs,Silver,3.0,25.0,,,,25.0,Others,41.0,Regular,4.0
"Wednesday, January 26, 2022",10k gold hoop,Hoops,10k Gold,217.0,,380.0,,,380.0,Male,29.0,Occasional,4.9
"Wednesday, January 26, 2022",bulova watch,Watch,Boluva,178.0,,289.99,,,289.99,Male,65.0,Occasional,4.9
"Wednesday, January 26, 2022",repiar,Custom Repairs,,,20.0,,,,20.0,Male,50.0,Occasional,4.4
"Wednesday, January 26, 2022",repiar,Custom Repairs,,,,35.0,,,35.0,Male,39.0,Regular,4.1
"Thursday, January 27, 2022",silver earring,Studs,Silver,10.0,,37.8,,,37.8,Male,35.0,Regular,4.0
"Thursday, January 27, 2022",14k studs,Studs,14k Gold,20.0,,84.8,,,84.8,Male,51.0,Occasional,4.6
"Friday, January 28, 2022",frontrs pick up,Custom Fronts,Silver,,,90.0,,,90.0,Male,69.0,Regular,3.5
"Friday, January 28, 2022",14k chain and charm,Chain and Charm,14k Gold,54.4,,159.99,,,159.99,Male,47.0,Rare,4.8
"Saturday, January 29, 2022",fronts pick up,Custom Fronts,10k Gold,,,166.8,,,166.8,Female,34.0,Occasional,3.3
"Saturday, January 29, 2022",watch repiar,Custom Repairs,,,,25.0,,,25.0,Male,25.0,Rare,4.1
"Saturday, January 29, 2022",lay away pick up,Chain,10k Gold,,100.0,,,,100.0,Male,43.0,Regular,4.8
"Saturday, January 29, 2022",14k chain and charm,Chain and Charm,14k Gold,205.8,,424.0,,,424.0,Male,61.0,Rare,3.7
"Saturday, January 29, 2022",fronts pick up,Custom Fronts,10k Gold,,,265.0,,,265.0,Female,70.0,Regular,4.0
"Saturday, January 29, 2022",invicta watch,Watch,Invicta,60.0,85.0,,,,85.0,Female,33.0,Regular,4.6
"Saturday, January 29, 2022",repiar,Custom Repairs,,,,15.9,,,15.9,Male,39.0,Regular,5.0
"Saturday, January 29, 2022",fj chain,Chain,FJ,89.0,,150.0,,,150.0,Female,56.0,Occasional,3.6
"Saturday, January 29, 2022",fj cuban chain,Chain,FJ,89.0,,212.0,,,212.0,Female,45.0,Regular,4.3
"Saturday, January 29, 2022",10k gold bracelet,Bracelet,10k Gold,49.0,,100.0,,,100.0,Others,59.0,Regular,3.9
"Saturday, January 29, 2022",st st ring,Ring,St. Steel,6.0,,53.0,,,53.0,Female,24.0,Regular,5.0
"Saturday, January 29, 2022",fj,Chain,FJ,,,30.0,,,30.0,Others,38.0,Occasional,3.9
"Sunday, January 30, 2022",layaway pick up,Chain,10k Gold,,,94.86,,,94.86,Female,58.0,Regular,4.9
"Sunday, January 30, 2022",ice chain and 2 rope chain on layaway,Chain,10k Gold,1300.0,800.0,,,,800.0,Male,63.0,Occasional,4.0
"Monday, January 31, 2022",name necklace,Custom Name Necklace,10k Gold,85.0,,140.95,,,140.95,Female,28.0,Regular,4.6
"Monday, January 31, 2022",10k gold chain,Chain,10k Gold,108.8,305.0,,,,305.0,Male,64.0,Regular,3.7
"Monday, January 31, 2022",chain,Chain,10k Gold,,10.0,,,,10.0,Male,47.0,Occasional,4.9
"Monday, January 31, 2022",ring,Ring,Silver,2.0,35.0,,,,35.0,Others,34.0,Regular,4.5
"Monday, January 31, 2022",cuban chain,Chain,FJ,150.0,,358.8,,,358.8,Female,34.0,Regular,4.7
"Monday, January 31, 2022",invicta watch,Watch,Invicta,60.0,,150.0,,,150.0,Female,32.0,Regular,3.8
"Tuesday, February 1, 2022",10 K bracelet on layaway,Bracelet,10k Gold,64.0,20.0,,,,20.0,Male,24.0,Regular,4.2
"Tuesday, February 1, 2022",14 k studs,Studs,14k Gold,20.0,69.0,,,,69.0,Female,54.0,Regular,4.5
"Tuesday, February 1, 2022",10 K Gold exchange,Chain,10k Gold,54.4,180.0,,,,180.0,Female,56.0,Occasional,4.9
"Tuesday, February 1, 2022",10 k wedding band,Ring,10k Gold,80.0,174.0,,,,174.0,Others,70.0,Occasional,4.4
"Tuesday, February 1, 2022",Fj watch,Watch,FJ,30.0,,159.0,,,159.0,Male,20.0,Regular,4.4
"Wednesday, February 2, 2022",rolex desin wastch,Watch,FJ,50.0,150.0,,,,150.0,Female,50.0,Occasional,4.5
"Thursday, February 3, 2022",silver chain,Chain,Silver,26.0,,100.7,,,100.7,Female,44.0,Regular,3.6
"Friday, February 4, 2022",Add money on layaway,Bracelet,10k Gold,,100.0,,,,100.0,Female,34.0,Occasional,3.9
"Friday, February 4, 2022",st st rinh,Ring,St. Steel,5.0,,100.7,,,100.7,Male,21.0,Regular,4.0
"Friday, February 4, 2022",boluva watc,Watch,Boluva,208.0,,401.74,,,401.74,Others,31.0,Occasional,3.6
"Friday, February 4, 2022",10k gold chain,Chain,10k Gold,227.0,30.0,300.0,,,330.0,Male,22.0,Regular,4.5
"Friday, February 4, 2022",layaway payment,Chain,10k Gold,,500.0,,,,500.0,Female,29.0,Occasional,4.7
"Friday, February 4, 2022",silver chain and charm,Chain and Charm,Silver,35.0,,50.0,,,50.0,Female,30.0,Regular,4.5
"Saturday, February 5, 2022",10k diamond ering,Ring,Gold/Diamond,461.0,,,1000.0,,1000.0,Female,46.0,Occasional,4.2
"Saturday, February 5, 2022",mens diamond ring,Ring,Gold/Diamond,41.0,,,398.44,,398.44,Male,70.0,Occasional,4.5
"Saturday, February 5, 2022",12xwhite gold fronts,Custom Fronts,10k Gold,432.0,,,800.0,,800.0,Male,30.0,Regular,3.5
"Saturday, February 5, 2022",invicta watch,Watch,Invicta,100.0,,212.0,,,212.0,Female,51.0,Occasional,4.4
"Saturday, February 5, 2022",repiar ring,Custom Repairs,,,,45.0,,,45.0,Female,36.0,Occasional,3.5
"Saturday, February 5, 2022",10k gold charm on layawat,Charm,10k Gold,166.7,,20.0,,,20.0,Female,18.0,Rare,3.5
"Saturday, February 5, 2022",repiar,Custom Repairs,,,32.0,,,,32.0,Female,35.0,Regular,4.5
"Saturday, February 5, 2022",repiar,Custom Repairs,,,,40.0,,,40.0,Male,46.0,Regular,4.6
"Saturday, February 5, 2022",14k studs,Studs,14k Gold,20.0,,84.5,,,84.5,Female,39.0,Regular,4.5
"Saturday, February 5, 2022",14k studs,Studs,14k Gold,20.0,,84.5,,,84.5,Female,60.0,Occasional,3.4
"Saturday, February 5, 2022",10x silver fronts,Custom Fronts,Silver,110.0,,119.5,,,119.5,Female,41.0,Rare,3.7
"Saturday, February 5, 2022",fj chain,Chain,FJ,80.0,,159.0,,,159.0,Female,44.0,Occasional,4.8
"Saturday, February 5, 2022",10k gold charm,Charm,10k Gold,80.0,,159.0,,,159.0,Male,61.0,Occasional,4.5
"Saturday, February 5, 2022",10k gold charm,Charm,10k Gold,122.0,,210.0,,,210.0,Others,64.0,Regular,4.4
"Saturday, February 5, 2022",repiar,Custom Repairs,,,40.0,,,,40.0,Female,59.0,Regular,4.3
"Saturday, February 5, 2022",repiar,Custom Repairs,,,50.0,,,,50.0,Male,57.0,Regular,4.6
"Saturday, February 5, 2022",repiar,Custom Repairs,,,20.0,,,,20.0,Male,48.0,Occasional,3.4
"Saturday, February 5, 2022",10k gold chain,Chain,10k Gold,118.6,220.0,,,,220.0,Others,58.0,Occasional,4.1
"Saturday, February 5, 2022",10k/diamond charm,Charm,Gold/Diamond,213.0,330.0,,,,330.0,Female,34.0,Occasional,4.0
"Sunday, February 6, 2022","10k gold chain and char,",Chain and Charm,10k Gold,,60.0,,,,60.0,Male,53.0,Occasional,4.8
"Sunday, February 6, 2022",14k studs,Studs,14k Gold,15.0,69.0,,,,69.0,Others,46.0,Occasional,4.3
"Sunday, February 6, 2022",repiar,Custom Repairs,,,,55.0,,,55.0,Male,54.0,Regular,4.4
"Sunday, February 6, 2022",14k stdus,Studs,14k Gold,20.0,50.0,,,,50.0,Others,68.0,Regular,4.2
"Sunday, February 6, 2022",repiar,Custom Repairs,,,63.0,,,,63.0,Male,55.0,Regular,4.4
"Sunday, February 6, 2022",gos chain and charm,Chain and Charm,Silver,30.0,,100.0,,,100.0,Male,58.0,Occasional,3.5
"Sunday, February 6, 2022",ring,Ring,St. Steel,10.0,,68.9,,,68.9,Male,29.0,Occasional,4.6
"Monday, February 7, 2022",name pick up,Custom Name Necklace,10k Gold,,25.0,,,,25.0,Female,49.0,Regular,4.1
"Monday, February 7, 2022",10k rope chain,Chain,10k Gold,65.0,120.0,,,,120.0,Male,19.0,Occasional,4.2
"Monday, February 7, 2022",name plate,Custom Name Necklace,10k Gold,190.0,25.0,100.0,,,125.0,Others,66.0,Regular,4.5
"Tuesday, February 8, 2022",layaway pick up,Chain and Charm,Silver,,,,440.0,,440.0,Female,49.0,Regular,3.5
"Tuesday, February 8, 2022",10k gold chain,Chain,10k Gold,110.0,,220.0,,,220.0,Male,51.0,Regular,4.9
"Wednesday, February 9, 2022",ear percing,Custom Piercing,,,35.0,,,,35.0,Female,69.0,Regular,4.6
"Wednesday, February 9, 2022",name pick up,Custom Name Necklace,10k Gold,,,140.5,,,140.5,Others,18.0,Regular,4.3
"Wednesday, February 9, 2022",bulova watch,Watch,Boluva,179.0,,360.0,,,360.0,Male,48.0,Regular,4.2
"Wednesday, February 9, 2022",silver earring,Studs,Silver,6.0,,25.8,,,25.8,Others,36.0,Occasional,4.0
"Wednesday, February 9, 2022",mens watch,Watch,FJ,12.0,,70.0,,,70.0,Male,32.0,Regular,3.3
"Wednesday, February 9, 2022",repiar,Custom Repairs,,,15.0,,,,15.0,Others,28.0,Rare,3.8
"Wednesday, February 9, 2022",st st ring,Ring,St. Steel,5.0,30.0,,,,30.0,Male,24.0,Regular,4.4
"Thursday, February 10, 2022",fronts pickk up,Custom Fronts,10k Gold,,,322.77,,,322.77,Male,27.0,Regular,3.9
"Thursday, February 10, 2022",repiar,Custom Repairs,,,,63.6,,,63.6,Male,52.0,Regular,3.6
"Thursday, February 10, 2022",gold x 6,Custom Fronts,10k Gold,216.0,,415.0,,,415.0,Male,47.0,Regular,4.9
"Thursday, February 10, 2022",10k rope,Chain,10k Gold,92.8,,204.58,,,204.58,Male,58.0,Regular,4.2
"Thursday, February 10, 2022",14k whitegold /diamond ring,Ring,Gold/Diamond,1300.0,520.0,1800.0,,,2320.0,Male,42.0,Regular,4.6
"Thursday, February 10, 2022",silver/diamond studs,Studs,Silver/Diamond,40.0,,212.0,,,212.0,Female,36.0,Regular,4.0
"Thursday, February 10, 2022",citizen watch,Watch,Citizen,40.0,,106.0,,,106.0,Male,19.0,Regular,4.0
"Thursday, February 10, 2022",repiar chain,Custom Repairs,,,,39.0,,,39.0,Male,66.0,Regular,3.7
"Thursday, February 10, 2022",14k studs,Studs,14k Gold,14.0,,42.4,,,42.4,Male,34.0,Occasional,4.2
"Friday, February 11, 2022",repiar,Custom Repairs,,,,15.0,,,15.0,Female,20.0,Regular,4.8
"Friday, February 11, 2022",silver chain,Chain,Silver,10.0,,58.3,,,58.3,Others,67.0,Regular,4.4
"Friday, February 11, 2022",silver studs,Studs,Silver,5.0,,31.8,,,31.8,Male,37.0,Regular,3.6
"Friday, February 11, 2022",silver studs,Studs,Silver,5.0,31.0,,,,31.0,Female,59.0,Regular,3.4
"Friday, February 11, 2022",10k rope bracelet,Bracelet,10k Gold,141.0,,255.0,,,255.0,Female,61.0,Occasional,3.7
"Friday, February 11, 2022",silver chain,Chain,Silver,50.0,,150.0,,,150.0,Female,41.0,Regular,4.5
"Friday, February 11, 2022",layaway pament,Chain,10k Gold,,500.0,,,,500.0,Male,69.0,Regular,3.6
"Friday, February 11, 2022",10k gold charm,Chain,10k Gold,106.0,,190.8,,,190.8,Female,28.0,Occasional,4.4
"Friday, February 11, 2022",lay away,Chain and Charm,10k Gold,160.0,,325.0,,,325.0,Female,35.0,Occasional,4.6
"Saturday, February 12, 2022",silver pendant,Charm,Silver,31.0,,159.0,,,159.0,Female,28.0,Occasional,4.8
"Saturday, February 12, 2022",silver diamond sarring,Studs,Silver,59.0,120.0,80.34,,,200.34,Female,68.0,Occasional,4.6
"Saturday, February 12, 2022",10k bracelet,Bracelet,10k Gold,68.0,,212.0,,,212.0,Male,69.0,Occasional,4.0
"Saturday, February 12, 2022",pic pendant,Charm,Silver,,,119.25,,,119.25,Female,24.0,Occasional,4.8
"Saturday, February 12, 2022",14k chain,Chain,14k Gold,,,119.25,,,119.25,Female,32.0,Occasional,4.3
"Saturday, February 12, 2022",10k gold chain and charm,Chain and Charm,10k Gold,141.0,,371.0,,,371.0,Others,27.0,Regular,3.6
"Saturday, February 12, 2022",repiar,Custom Repairs,,,,5.6,,,5.6,Female,49.0,Regular,3.9
"Saturday, February 12, 2022",14k charm,Chain and Charm,14k Gold,92.4,,184.44,,,184.44,Male,66.0,Regular,4.9
"Saturday, February 12, 2022",repiar,Custom Repairs,,,100.0,,,,100.0,Male,50.0,Rare,3.6
"Saturday, February 12, 2022",10k diamond earring,Studs,Gold/Diamond,225.0,,380.0,,,380.0,Male,24.0,Rare,4.5
"Saturday, February 12, 2022",layaway pick up,Bracelet,10k Gold,,160.0,,,,160.0,Female,19.0,Occasional,4.3
"Saturday, February 12, 2022",10k gold /diamond ring on layaway,Ring,Gold/Diamond,,60.0,,,,60.0,Others,31.0,Regular,4.5
"Saturday, February 12, 2022",layaway pick up,Chain,FJ,,,287.0,,,287.0,Male,63.0,Regular,4.5
"Saturday, February 12, 2022",silver earring,Studs,Silver,,,35.0,,,35.0,Male,59.0,Regular,4.0
"Saturday, February 12, 2022",tennis chain and charm,Chain and Charm,FJ,32.0,160.0,,,,160.0,Female,52.0,Regular,4.6
"Saturday, February 12, 2022",studs,Studs,Silver,8.0,,75.0,,,75.0,Female,57.0,Occasional,4.5
"Saturday, February 12, 2022",silver chain,Chain and Charm,Silver,58.0,157.0,,,,157.0,Others,23.0,Regular,4.6
"Saturday, February 12, 2022",silver chain,Chain,Silver,36.0,95.0,,,,95.0,Female,40.0,Occasional,4.9
"Saturday, February 12, 2022",repiar,Custom Repairs,,,20.0,,,,20.0,Male,58.0,Regular,3.7
"Saturday, February 12, 2022",silver bangle,Bracelet,Silver,25.0,65.0,,,,65.0,Others,60.0,Occasional,3.5
"Saturday, February 12, 2022",st band,Ring,St. Steel,2.0,30.0,,,,30.0,Male,44.0,Regular,4.1
"Saturday, February 12, 2022",name necklace,Custom Name Necklace,10k Gold,85.0,,132.5,,,132.5,Female,18.0,Regular,4.2
"Saturday, February 12, 2022",silver /diamond studs,Studs,Silver/Diamond,77.0,,300.0,,,300.0,Male,67.0,Regular,3.7
"Monday, February 14, 2022",silver ring,Ring,Silver,,,79.5,,,79.5,Female,62.0,Regular,4.2
"Monday, February 14, 2022",silverstuds,Studs,Silver/Diamond,50.0,200.0,40.0,,,240.0,Male,50.0,Regular,4.4
"Monday, February 14, 2022",fj chain and charm,Chain and Charm,FJ,145.0,300.0,,,,300.0,Female,61.0,Occasional,3.9
"Monday, February 14, 2022",silver chain,Chain,Silver,50.0,100.0,24.0,,,124.0,Male,68.0,Regular,4.1
"Monday, February 14, 2022",silver chain and charm,Chain and Charm,Silver,57.0,150.0,,,,150.0,Others,60.0,Regular,4.0
"Monday, February 14, 2022",silver chain and charm,Chain and Charm,Silver,10.0,,100.34,,,100.34,Others,21.0,Regular,4.8
"Monday, February 14, 2022",silver studs,Studs,Silver,10.0,,100.0,,,100.0,Female,66.0,Occasional,4.3
"Monday, February 14, 2022",st st ring,Ring,St. Steel,4.0,22.0,,,,22.0,Others,24.0,Occasional,3.7
"Monday, February 14, 2022",silver tennis bracelet,Bracelet,Silver,28.0,,30.0,,,30.0,Female,47.0,Occasional,4.0
"Monday, February 14, 2022",silver chain and charm,Chain and Charm,Silver,25.0,155.0,,,,155.0,Male,29.0,Regular,3.4
"Monday, February 14, 2022",repiar,Custom Repairs,,,,30.0,,,30.0,Female,40.0,Occasional,4.2
