Date,Description,Item Category,Material Category,Cost Price,Cash,Credit,Finance,Others,Total Sale,gender,age,visit_frequency,satisfaction_rating
"Tuesday, October 10, 2023",silver ear ring,Custom Piercing,Silver,29.75,,79.0,,,79.0,Female,65.0,Occasional,4.5
"Tuesday, October 10, 2023",10k chain and charm,Chain and Charm,10k Gold,73.5,,200.34,,,200.34,Female,20.0,Regular,4.1
"Tuesday, October 10, 2023",10k gld bracelet,Bracelet,10k Gold,73.5,,100.17,,,100.17,Male,22.0,Regular,4.7
"Wednesday, October 11, 2023",watch repair,Custom Repairs,,,,15.9,,,15.9,Male,18.0,Regular,4.7
"Wednesday, October 11, 2023",fj bracelet,Bracelet,FJ,25.0,,80.0,,,80.0,Female,25.0,Occasional,4.4
"Wednesday, October 11, 2023",mossinite ring,Ring,Silver,,,180.0,,,180.0,Male,27.0,Regular,4.8
"Thursday, October 12, 2023",silver ring,Ring,Silver,,,148.4,,,148.4,Male,69.0,Regular,4.6
"Saturday, October 14, 2023",Jewellery repair,Custom Repairs,,,,47.7,,,47.7,Female,39.0,Occasional,4.9
"Saturday, October 14, 2023",4* 10k gold fronts,Custom Fronts,10k Gold,,,132.5,,,132.5,Male,53.0,Regular,4.4
"Saturday, October 14, 2023",10k gold chain,Chain,10k Gold,70.0,100.0,112.0,,,212.0,Male,25.0,Occasional,4.6
"Saturday, October 14, 2023",silver chain and charm,Chain and Charm,Silver,36.75,205.0,,,,205.0,Female,47.0,Regular,4.6
"Friday, October 13, 2023",14k chain,Chain,14k Gold,130.5,,243.8,,,243.8,Female,24.0,Occasional,4.7
"Friday, October 13, 2023",10k chain and charm,Chain and Charm,10k Gold,333.0,565.0,,,,565.0,Others,23.0,Occasional,3.5
"Friday, October 13, 2023",steel ring,Ring,Tungsten,20.0,195.0,,,,195.0,Male,55.0,Occasional,4.1
"Friday, October 13, 2023",10k gold fronts pick up,Custom Fronts,10k Gold,,,84.0,,,84.0,Others,58.0,Occasional,3.4
"Friday, October 13, 2023",citizen watch,Watch,Citizen,172.5,320.0,,,,320.0,Male,47.0,Occasional,4.3
"Sunday, October 15, 2023",Fj chain,Chain,FJ,15.0,75.0,,,,75.0,Male,55.0,Rare,3.8
"Monday, October 16, 2023",jewelery repair,Custom Repairs,,,25.0,,,,25.0,Female,68.0,Occasional,4.8
"Monday, October 16, 2023",silver chain and charm,Chain and Charm,Silver,37.5,,179.14,,,179.14,Male,18.0,Regular,4.0
"Monday, October 16, 2023",jewelery repair,Custom Repairs,,,,19.0,,,19.0,Male,63.0,Regular,4.9
"Tuesday, October 17, 2023",silver chain,Chain,Silver,3.0,40.0,,,,40.0,Female,58.0,Regular,4.0
"Tuesday, October 17, 2023",watch link,Custom Repairs,Tungsten,,,15.0,,,15.0,Female,28.0,Regular,4.6
"Tuesday, October 17, 2023",jewelery repair,Custom Repairs,,,,270.0,,,270.0,Male,41.0,Regular,3.6
"Tuesday, October 17, 2023",10k gold hoops and 14k chain and name plate,Chain,14k Gold,491.5,642.0,,,,642.0,Others,40.0,Occasional,4.1
"Wednesday, October 18, 2023",14k gold chain,Chain,14k Gold,45.0,,84.8,,,84.8,Male,55.0,Rare,3.8
"Wednesday, October 18, 2023",silver name necklace,Custom Name Necklace,Silver,,,159.0,,,159.0,Others,31.0,Occasional,4.7
"Wednesday, October 18, 2023",cuban chain,Chain,FJ,89.0,272.0,,,,272.0,Male,52.0,Regular,3.4
"Wednesday, October 18, 2023",repair,Custom Repairs,,,10.0,,,,10.0,Male,54.0,Regular,4.8
"Wednesday, October 18, 2023",3689 fronts gold,Custom Fronts,10k Gold,608.0,,,1130.0,,1130.0,Male,26.0,Occasional,4.6
"Thursday, October 19, 2023",loop,Hoops,St. Steel,1.0,,10.6,,,10.6,Male,65.0,Regular,3.7
"Thursday, October 19, 2023",silver cleaning,Custom Repairs,Silver,,,37.1,,,37.1,Female,43.0,Occasional,4.3
"Thursday, October 19, 2023",2*10k fronts,Custom Fronts,10k Gold,76.0,196.0,,,,196.0,Male,45.0,Occasional,3.7
"Thursday, October 19, 2023",10k gold charm,Charm,10k Gold,42.0,196.0,,,,196.0,Male,64.0,Occasional,4.9
"Friday, October 20, 2023",jewelery repair,Custom Repairs,10k Gold,,,21.2,,,21.2,Female,50.0,Rare,4.1
"Friday, October 20, 2023",3*watch repair,Custom Repairs,,,50.0,10.0,,,60.0,Male,55.0,Rare,4.3
"Friday, October 20, 2023",cloth*2,Custom Repairs,,,10.0,,,,10.0,Male,41.0,Regular,4.1
"Friday, October 20, 2023",jewelery repair,Custom Repairs,,,40.0,,,,40.0,Male,26.0,Regular,3.6
"Saturday, October 21, 2023",layaway diamond rings,Ring,Gold/Diamond,,,500.0,,,500.0,Female,18.0,Rare,3.5
"Saturday, October 21, 2023",custom charm advance,Custom Name Necklace,,,100.0,,,,100.0,Male,40.0,Rare,4.1
"Saturday, October 21, 2023",10k chain and charm,Chain and Charm,10k Gold,308.0,,487.6,,,487.6,Male,46.0,Occasional,3.4
"Saturday, October 21, 2023",jewelery repair,Custom Repairs,,,,53.0,,,53.0,Male,31.0,Rare,4.7
"Saturday, October 21, 2023",silver name plate,Custom Name Necklace,Silver,,185.0,,,,185.0,Female,58.0,Regular,4.1
"Saturday, October 21, 2023",silver ring,Ring,Silver,11.5,,90.1,,,90.1,Female,50.0,Regular,4.4
"Saturday, October 21, 2023",steel chain and charm,Chain and Charm,St. Steel,20.0,132.0,,,,132.0,Female,57.0,Regular,4.9
"Sunday, October 22, 2023",watch repair,Custom Repairs,,,,15.9,,,15.9,Female,50.0,Occasional,3.5
"Sunday, October 22, 2023",jewelery repair,Custom Repairs,,,,47.7,,,47.7,Male,50.0,Regular,4.0
"Sunday, October 22, 2023",invicta watch,Watch,Invicta,85.0,,316.94,,,316.94,Female,37.0,Occasional,4.1
"Monday, October 23, 2023",jewelery repair,Custom Repairs,,,,143.1,,,143.1,Male,31.0,Occasional,4.0
"Tuesday, October 24, 2023",HOLIDAY,,,,,,,,0.0,Male,26.0,Regular,4.1
"Wednesday, October 25, 2023",10k gold chain,Chain,10k Gold,175.0,,386.9,,,386.9,Female,33.0,Regular,4.6
"Wednesday, October 25, 2023",gold hoops with name pickup,Hoops,10k Gold,,,188.0,,,188.0,Male,23.0,Rare,3.5
"Wednesday, October 25, 2023",4*10k fronts,Custom Fronts,10k Gold,,,318.0,,,318.0,Male,63.0,Regular,5.0
"Thursday, October 26, 2023",10k gold chain and charm,Chain and Charm,10k Gold,196.0,,371.0,,,371.0,Male,63.0,Occasional,4.6
"Thursday, October 26, 2023",silver chain and charm,Chain and Charm,Silver,51.25,,259.7,,,259.7,Male,38.0,Occasional,3.9
"Thursday, October 26, 2023",silver studs,Studs,Silver,10.0,,57.5,,,57.5,Male,46.0,Regular,4.6
"Thursday, October 26, 2023",gold studs,Studs,14k Gold,10.0,,57.5,,,57.5,Male,20.0,Occasional,4.9
"Friday, October 27, 2023",2* silver rings,Ring,Silver,20.75,,125.0,,,125.0,Male,59.0,Regular,4.5
"Friday, October 27, 2023",10k gold chain,Chain,10k Gold,357.0,,561.8,,,561.8,Female,21.0,Occasional,4.2
"Friday, October 27, 2023",silver diamond chain,Chain,Silver/Diamond,700.0,,,1563.1,,1563.1,Male,31.0,Regular,4.8
"Friday, October 27, 2023",silver diamond bracelet,Bracelet,Silver/Diamond,275.0,,405.0,,,405.0,Male,51.0,Regular,4.7
"Saturday, October 28, 2023",silver bracelet,Bracelet,Silver,30.7,,196.1,,,196.1,Female,47.0,Regular,4.7
"Saturday, October 28, 2023",citizen watch,Watch,Citizen,112.0,,225.0,,,225.0,Male,41.0,Occasional,4.9
"Saturday, October 28, 2023",silver chain,Chain,Silver,15.5,,106.0,,,106.0,Female,60.0,Regular,3.9
"Saturday, October 28, 2023",steel chain,Chain,St. Steel,15.0,,50.0,,,50.0,Female,56.0,Regular,4.6
"Saturday, October 28, 2023",silver charm,Charm,Silver,22.5,,86.74,,,86.74,Female,48.0,Regular,3.9
"Sunday, October 29, 2023",14k gold chain,Chain,14k Gold,310.5,150.0,358.8,,,508.8,Female,37.0,Regular,3.8
"Sunday, October 29, 2023",silver chain and charm,Chain and Charm,Silver,163.5,,410.0,,,410.0,Female,41.0,Regular,4.3
"Sunday, October 29, 2023",silver fronts*3,Custom Fronts,Silver,33.0,200.0,,,,200.0,Male,31.0,Regular,4.9
"Monday, October 2, 2023",10k chain,Chain,10k Gold,35.0,,65.0,,,65.0,Male,53.0,Regular,4.6
"Friday, September 1, 2023",3529 layaway 10k gold bracelet,Bracelet,10k Gold,,,,430.0,,430.0,Female,58.0,Occasional,3.9
"Friday, September 1, 2023",10k gold charm,Charm,10k Gold,84.0,,175.0,,,175.0,Male,65.0,Regular,3.3
"Friday, September 1, 2023",silver ring,Ring,Silver,5.0,,69.0,,,69.0,Female,20.0,Rare,4.8
"Friday, September 1, 2023",FJ chain,Chain,FJ,109.0,,376.3,,,376.3,Others,62.0,Regular,3.9
"Friday, September 1, 2023",10k gold bracelet,Bracelet,10k Gold,45.5,150.0,,,,150.0,Female,22.0,Regular,3.9
"Saturday, September 2, 2023",silver chain and charm,Chain and Charm,Silver,25.0,,140.0,,,140.0,Male,24.0,Regular,3.8
"Saturday, September 2, 2023",silver chain and charm,Chain and Charm,Silver,44.25,290.0,,,,290.0,Others,57.0,Regular,4.1
"Saturday, September 2, 2023",silver cleaning,Anklet,,,20.0,,,,20.0,Others,52.0,Occasional,4.3
"Saturday, September 2, 2023",fj bracelet,Bracelet,FJ,95.0,,212.0,,,212.0,Others,62.0,Regular,4.6
"Saturday, September 2, 2023",cleaning,Custom Repairs,,,,45.0,,,45.0,Female,63.0,Regular,4.9
"Saturday, September 2, 2023",watch repair,Custom Repairs,,,40.0,,,,40.0,Male,60.0,Occasional,4.1
"Saturday, September 2, 2023",bangle,Bracelet,St. Steel,5.0,,52.94,,,52.94,Female,65.0,Occasional,4.8
"Saturday, September 2, 2023",gold fronts 2,Custom Fronts,10k Gold,,,185.5,,,185.5,Male,30.0,Rare,4.3
"Saturday, September 2, 2023",gold studs,Studs,14k Gold,10.0,,55.0,,,55.0,Others,63.0,Regular,3.4
"Saturday, September 2, 2023",silver ring,Ring,Silver,84.0,,106.0,,,106.0,Female,38.0,Regular,4.4
"Saturday, September 2, 2023",silver chain and charm,Chain and Charm,Silver,7.0,149.0,,,,149.0,Male,70.0,Regular,4.4
"Saturday, September 2, 2023",14k chain,Chain,14k Gold,192.6,302.85,,,,302.85,Female,59.0,Regular,4.3
"Saturday, September 2, 2023",14k chain,Chain,14k Gold,192.6,302.85,,,,302.85,Male,65.0,Regular,4.1
"Saturday, September 2, 2023",14k chain,Chain,14k Gold,192.6,302.85,,,,302.85,Male,37.0,Occasional,3.7
"Saturday, September 2, 2023",14k chain,Chain,14k Gold,192.6,302.85,,,,302.85,Male,21.0,Occasional,3.9
"Saturday, September 2, 2023",14k charm,Charm,14k Gold,192.6,302.85,,,,302.85,Male,57.0,Regular,4.2
"Saturday, September 2, 2023",10k charm,Charm,10k Gold,70.0,302.85,,,,302.85,Female,29.0,Regular,4.5
"Saturday, September 2, 2023",10k charm,Charm,10k Gold,70.0,302.9,,,,302.9,Male,53.0,Regular,4.0
"Saturday, September 2, 2023",fj chain and charm,Chain and Charm,FJ,68.0,,200.0,,,200.0,Male,41.0,Regular,3.6
"Saturday, September 2, 2023",silver studs,Studs,Silver,15.0,,121.9,,,121.9,Male,64.0,Regular,4.4
"Saturday, September 2, 2023",silver studs,Studs,Silver,10.0,,60.0,,,60.0,Others,44.0,Regular,4.5
"Sunday, September 3, 2023",bulova watch,Watch,Boluva,183.75,,299.0,,,299.0,Female,27.0,Regular,4.1
"Sunday, September 3, 2023",14k gold chain,Chain,14k Gold,117.0,285.0,,,,285.0,Male,69.0,Occasional,3.5
"Sunday, September 3, 2023",silver ring,Ring,Silver,12.5,,188.68,,,188.68,Female,67.0,Regular,4.8
"Sunday, September 3, 2023",fj charm,Charm,FJ,5.0,50.0,,,,50.0,Male,61.0,Occasional,3.5
"Sunday, September 3, 2023",silver chain and charm,Chain and Charm,Silver,24.25,,160.0,,,160.0,Female,38.0,Regular,4.6
"Sunday, September 3, 2023",silver ear rings,Studs,Silver,,,115.0,,,115.0,Male,18.0,Occasional,4.3
"Monday, September 4, 2023",invicta watch,Watch,Invicta,30.0,,127.2,,,127.2,Others,23.0,Regular,4.6
"Monday, September 4, 2023",silver chain and charm,Chain and Charm,Silver,25.25,74.0,20.34,,,94.34,Male,66.0,Regular,4.5
"Tuesday, September 5, 2023",silver bracelet,Bracelet,Silver,40.0,80.0,,,,80.0,Female,42.0,Occasional,4.9
"Tuesday, September 5, 2023",14k ring and 10k band,Ring,14k Gold,,,1590.0,,,1590.0,Male,66.0,Occasional,4.6
"Tuesday, September 5, 2023",jewelery repair,Custom Repairs,,,,235.0,,,235.0,Male,61.0,Occasional,3.9
"Wednesday, September 6, 2023",name plate and chain pick up,Chain and Charm,10k Gold,,,159.0,,,159.0,Female,68.0,Regular,4.2
"Wednesday, September 6, 2023",jewelery repair,Custom Repairs,,,,55.0,,,55.0,Others,70.0,Occasional,3.6
"Wednesday, September 6, 2023",10k gold charm,Charm,10k Gold,357.0,380.0,120.0,,,500.0,Female,68.0,Regular,3.9
"Thursday, September 7, 2023",jewelery repair,Custom Repairs,,,30.0,,,,30.0,Male,66.0,Regular,3.4
"Thursday, September 7, 2023",silver bracelet,Bracelet,Silver,28.0,85.0,,,,85.0,Female,57.0,Regular,3.7
"Thursday, September 7, 2023",silver repair,Custom Repairs,,,40.0,,,,40.0,Female,32.0,Occasional,5.0
"Thursday, September 7, 2023",fj chain an charm,Chain and Charm,FJ,43.0,,212.0,,,212.0,Others,69.0,Rare,3.9
"Thursday, September 7, 2023",fj chain and charm,Chain and Charm,FJ,64.0,299.0,,,,299.0,Male,56.0,Regular,4.4
"Friday, September 8, 2023",silver studs,Studs,Silver,15.0,,83.74,,,83.74,Male,38.0,Regular,3.3
"Friday, September 8, 2023",steel ring,Ring,St. Steel,18.0,85.0,,,,85.0,Others,46.0,Regular,4.0
"Friday, September 8, 2023",gold studs,Studs,14k Gold,20.0,76.5,,,,76.5,Female,64.0,Regular,3.4
"Friday, September 8, 2023",silver studs,Studs,Silver,10.0,76.5,,,,76.5,Male,54.0,Occasional,4.8
"Friday, September 8, 2023",silver chain and charm pickup,Chain and Charm,Silver,,,84.4,,,84.4,Female,38.0,Occasional,5.0
"Saturday, September 9, 2023",10k gold charm,Charm,10k Gold,227.5,,391.14,,,391.14,Male,31.0,Occasional,4.0
"Saturday, September 9, 2023",ear percing,Custom Piercing,Silver,10.0,,79.5,,,79.5,Others,21.0,Rare,4.6
"Saturday, September 9, 2023",charm repair,Custom Repairs,,,,30.0,,,30.0,Male,69.0,Occasional,3.6
"Saturday, September 9, 2023",steel bangle,Bracelet,St. Steel,10.0,,54.8,,,54.8,Female,61.0,Regular,4.1
"Saturday, September 9, 2023",engraving pick up,Custom Repairs,,,35.0,,,,35.0,Female,53.0,Regular,4.1
"Saturday, September 9, 2023",watch repair,Custom Repairs,,,,16.0,,,16.0,Others,49.0,Occasional,4.9
"Saturday, September 9, 2023",watch repair,Custom Repairs,,,,15.0,,,15.0,Male,19.0,Rare,4.1
"Saturday, September 9, 2023",10k gold braclet,Bracelet,10k Gold,164.0,264.0,,,,264.0,Female,60.0,Occasional,4.3
"Sunday, September 10, 2023",silver earring,Studs,Silver,11.0,,69.0,,,69.0,Female,52.0,Occasional,4.6
"Sunday, September 10, 2023",watch repiar,Custom Repairs,,,15.0,,,,15.0,Others,46.0,Occasional,4.8
"Sunday, September 10, 2023",silver sytuds,Studs,Silver,5.0,,63.6,,,63.6,Female,48.0,Occasional,4.4
"Sunday, September 10, 2023",silver studs,Studs,Silver,10.0,70.0,,,,70.0,Female,50.0,Occasional,4.0
"Sunday, September 10, 2023",repiar,Custom Repairs,,,15.0,,,,15.0,Male,45.0,Regular,4.9
"Monday, September 11, 2023",10k nose ring,Studs,10k Gold,20.0,135.0,,,,135.0,Male,22.0,Regular,4.8
"Tuesday, September 12, 2023",silver ancklet,Anklet,Silver,11.0,85.0,,,,85.0,Male,47.0,Regular,4.5
"Tuesday, September 12, 2023",repiar,Custom Repairs,,,,25.0,,,25.0,Male,24.0,Rare,4.4
"Tuesday, September 12, 2023",invicta watrch,Watch,Invicta,100.0,,212.0,,,212.0,Female,49.0,Regular,3.6
"Tuesday, September 12, 2023",repiar,Custom Repairs,,,,30.0,,,30.0,Male,56.0,Regular,4.6
"Tuesday, September 12, 2023",10k earring,Hoops,10k Gold,35.0,80.0,,,,80.0,Others,67.0,Occasional,3.9
"Tuesday, September 12, 2023",10kk gold anklet,Anklet,10k Gold,41.6,,121.9,,,121.9,Female,42.0,Regular,4.2
"Tuesday, September 12, 2023",silver hoops,Hoops,Silver,22.0,,113.4,,,113.4,Male,63.0,Regular,4.2
"Tuesday, September 12, 2023",10k bracelet,Bracelet,10k Gold,134.4,,300.0,,,300.0,Female,37.0,Regular,4.5
"Thursday, September 14, 2023",bracelet repiar,Custom Repairs,,,,31.8,,,31.8,Female,67.0,Regular,4.7
"Thursday, September 14, 2023",10k gold chain and charm,Chain and Charm,10k Gold,150.4,325.0,,,,325.0,Female,67.0,Regular,3.4
"Wednesday, September 13, 2023",repiar,Custom Repairs,,,,15.0,,,15.0,Male,22.0,Regular,4.5
"Wednesday, September 13, 2023",tennis chain and charm,Chain and Charm,FJ,45.0,110.0,149.7,,,259.7,Female,48.0,Regular,3.8
"Wednesday, September 13, 2023",invicta watrch,Watch,Invicta,140.0,,280.9,,,280.9,Male,32.0,Occasional,3.8
"Friday, September 15, 2023",watch repiar,Custom Repairs,,,,15.9,,,15.9,Female,70.0,Rare,4.8
"Friday, September 15, 2023",tennis chain and charm,Chain and Charm,FJ,94.0,,212.0,,,212.0,Male,59.0,Regular,3.7
"Friday, September 15, 2023",10k gold chain and cahrm,Chain and Charm,10k Gold,49.5,130.0,,,,130.0,Male,28.0,Occasional,4.6
"Friday, September 15, 2023",watch repiar`,Custom Repairs,,,,21.2,,,21.2,Female,26.0,Occasional,3.5
"Saturday, September 16, 2023",silver studs,Studs,Silver,5.0,,53.0,,,53.0,Others,36.0,Regular,4.0
"Saturday, September 16, 2023",silver rope chain,Chain,Silver,10.0,,127.2,,,127.2,Male,40.0,Regular,3.8
"Saturday, September 16, 2023",silver chain,Chain,Silver,22.0,143.0,,,,143.0,Male,34.0,Regular,4.0
"Saturday, September 16, 2023",silver chain and charm,Chain and Charm,Silver,47.0,,271.7,,,271.7,Female,54.0,Regular,4.7
"Saturday, September 16, 2023",gold studs,Studs,14k Gold,10.0,,63.0,,,63.0,Female,47.0,Occasional,4.2
"Saturday, September 16, 2023",jewelery repiar,Custom Repairs,,,,53.0,,,53.0,Male,48.0,Regular,4.8
"Saturday, September 16, 2023",silver earring,Studs,Silver,15.0,,55.0,,,55.0,Others,39.0,Regular,3.8
"Saturday, September 16, 2023",silver bracelet,Bracelet,Silver,48.0,100.0,41.1,,,141.1,Female,54.0,Occasional,4.3
"Saturday, September 16, 2023",earpricing x2,Custom Piercing,,,,68.9,,,68.9,Female,18.0,Occasional,3.8
"Saturday, September 16, 2023",pierving,Custom Piercing,,,,37.1,,,37.1,Female,43.0,Occasional,4.3
"Saturday, September 16, 2023",pierving,Custom Piercing,,,25.0,,,,25.0,Others,67.0,Regular,4.8
"Saturday, September 16, 2023",silver earring,Studs,Silver,9.0,90.0,,,,90.0,Others,33.0,Regular,5.0
"Saturday, September 16, 2023",silver chain and charm,Chain and Charm,Silver,32.0,,200.0,,,200.0,Female,34.0,Regular,3.7
"Sunday, September 17, 2023",name plate gold,Custom Name Necklace,10k Gold,85.0,,100.0,,,100.0,Female,27.0,Occasional,4.3
"Sunday, September 17, 2023",repiar,Custom Repairs,,,,21.2,,,21.2,Male,19.0,Occasional,4.6
"Monday, September 18, 2023",tennis chain,Chain,FJ,17.0,185.0,,,,185.0,Female,28.0,Regular,3.4
"Monday, September 18, 2023",custom grillz x 6,Custom Fronts,Silver,212.0,,240.0,,,240.0,Male,25.0,Occasional,3.7
"Tuesday, September 19, 2023",loop,Custom Repairs,,,10.0,,,,10.0,Female,58.0,Regular,4.3
"Tuesday, September 19, 2023",frnts pick up,Custom Fronts,10k Gold,,,185.5,,,185.5,Male,55.0,Occasional,3.5
"Tuesday, September 19, 2023",gos fronts x 6,Custom Fronts,Silver,66.0,,196.1,,,196.1,Male,48.0,Regular,3.6
"Tuesday, September 19, 2023",fronts x6,Custom Fronts,Silver,66.0,,87.45,,,87.45,Others,21.0,Regular,4.4
"Tuesday, September 19, 2023",watch repiar,Custom Repairs,,,,20.0,,,20.0,Male,25.0,Regular,4.3
"Wednesday, September 20, 2023",studs,Studs,Silver,10.0,50.0,,,,50.0,Male,68.0,Regular,3.8
"Thursday, September 21, 2023",silver sytuds,Studs,Silver,10.0,,74.0,,,74.0,Female,43.0,Regular,3.6
"Thursday, September 21, 2023",silver charm,Charm,Silver,22.0,,106.0,,,106.0,Female,39.0,Occasional,4.7
"Thursday, September 21, 2023",repiar,Custom Repairs,,,,42.4,,,42.4,Others,41.0,Regular,3.6
"Thursday, September 21, 2023",diamond earring,Studs,Gold/Diamond,299.0,400.0,,,,400.0,Male,35.0,Regular,4.5
"Friday, September 22, 2023",10k gold chain,Chain,10k Gold,297.0,,425.0,,,425.0,Male,28.0,Occasional,3.4
"Friday, September 22, 2023",silver /diamond chain,Chain,Silver/Diamond,170.0,200.0,100.0,,,300.0,Male,65.0,Regular,4.5
"Friday, September 22, 2023",silver ring,Ring,Silver,10.0,,75.0,,,75.0,Female,47.0,Occasional,4.1
"Friday, September 22, 2023",invicta watch,Watch,Invicta,50.0,,127.94,,,127.94,Female,38.0,Regular,4.6
"Friday, September 22, 2023",diamond charm,Charm,Gold/Diamond,130.0,,265.0,,,265.0,Female,33.0,Rare,3.8
"Saturday, September 23, 2023",silver chain,Chain,Silver,14.75,,68.9,,,68.9,Female,38.0,Regular,4.6
"Saturday, September 23, 2023",14k gold chain,Chain,14k Gold,643.5,,,984.8,,984.8,Female,24.0,Regular,3.7
"Saturday, September 23, 2023",gold studs,Studs,14k Gold,15.0,85.0,,,,85.0,Male,19.0,Occasional,4.1
"Saturday, September 23, 2023",silver charm,Charm,Silver,28.0,100.0,,,,100.0,Male,66.0,Regular,4.1
"Saturday, September 23, 2023",14k gold chain,Chain,14k Gold,58.5,,165.0,,,165.0,Male,28.0,Occasional,3.3
"Sunday, September 24, 2023",10k gold nose pin,Custom Piercing,10k Gold,8.0,,63.0,,,63.0,Male,52.0,Regular,3.8
"Sunday, September 24, 2023",silver chian and charm,Chain and Charm,Silver,11.25,30.0,102.5,,,132.5,Female,58.0,Occasional,4.6
"Sunday, September 24, 2023",watch repair,Custom Repairs,Tungsten,,,42.4,,,42.4,Female,69.0,Occasional,3.9
"Sunday, September 24, 2023",silver chain and charm,Chain and Charm,Silver,20.0,125.0,25.0,,,150.0,Female,45.0,Regular,4.0
"Monday, September 25, 2023",3660 silver fronts pick up 6,Custom Fronts,Silver,,,87.45,,,87.45,Female,55.0,Rare,3.8
